text,intent,tags
vui_lòng cho tôi biết các chuyến bay từ buôn_ma_thuột đến hạ_long vào sáng thứ tư có phục_vụ bữa sáng,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O O B-meal_description I-meal_description
có bao_nhiêu chuyến bay jetstar khởi_hành từ hà_nội,quantity,O O O O B-airline_name O O B-fromloc.city_name
cho tôi chuyến bay sớm nhất vào ngày_mai từ huế đến cà_mau trên một hãng hàng_không khác vna,flight,O O O O B-flight_mod I-flight_mod O B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name O O O O B-mod B-airline_code
tôi muốn bay từ hà_nội đến cáp nhĩ tân,flight,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
bạn có chuyến bay nào vào buổi sáng giữa cần_thơ và huế không,flight,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O
làm cách nào để di_chuyển từ dli đến hà_nội,flight,O O O O O O B-fromloc.airport_code O B-toloc.city_name
vietnam airlines có chuyến bay nào từ thanh_hoá đến thành_phố hồ_chí_minh không,flight,B-airline_name I-airline_name O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O
những chuyến bay nào được phục_vụ bởi hãng hàng_không jetstar,flight,O O O O O O O B-airline_name I-airline_name I-airline_name
có bao_nhiêu thành_phố được phục_vụ bởi vna với các chuyến bay hạng nhất,quantity,O O O O O O B-airline_code O O O O B-class_type I-class_type
tôi muốn xem tất_cả giá vé phổ_thông từ đà_nẵng đến thành_phố vinh,airfare,O O O O O O B-economy O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
cho tôi thông_tin về phương_tiện giao_thông đường_bộ ở geneva,ground_service,O O O O O O O O B-city_name
cho tôi xem giá vé hạng nhất trên chuyến bay khứ_hồi của vietjet từ chu lai đến phú_quốc,airfare,O O O O O B-class_type I-class_type O O O B-round_trip O B-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
chuyến bay từ đà_lạt đến hà_nội ngày_mai,flight,O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative
cho tôi biết các sân_bay ở washington dc,airport,O O O O O O B-city_name B-state_code
từ los angeles đến thành_phố hồ_chí_minh vào một ngày thứ_sáu,flight,O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-depart_date.day_name
giá vé khứ_hồi hạng hai rẻ nhất từ đà_lạt đến huế là bao_nhiêu,airfare,O O B-round_trip B-class_type I-class_type B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O O
liệt_kê các chuyến bay từ vinh đến đà_lạt,flight,O O O O O B-fromloc.city_name O B-toloc.city_name
chuyến bay rẻ nhất từ hạ_long đến đà_nẵng,flight,O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name
giao_thông đường_bộ giữa sân_bay và trung_tâm thành_phố ở athens,ground_service,O O O O O O O O B-toloc.city_name
tên của các sân_bay,airport,O O O O
tôi muốn một chuyến bay một_chiều từ hà_nội đến maldives bạn có_thể cho tôi biết giá vé cho chuyến bay đó là bao_nhiêu được không tôi muốn có giá vé rẻ nhất,airfare#flight,O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name O O O O O O O O O O O O O O O O O O O O B-cost_relative I-cost_relative
các chuyến bay từ liên khương đến vii,flight,O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.airport_code
twa cung_cấp những hạng dịch_vụ nào,flight,B-airline_code O O O O O
liệt_kê các chuyến bay từ cần_thơ đến vinh và từ cần_thơ đến thanh_hoá,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name O B-toloc.city_name
các chuyến bay từ kuala lumpur đến đà_nẵng,flight,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
những chuyến bay nào rời phú_quốc kiên_giang và đến hạ_long quảng_ninh vào thứ hai trước 4 giờ chiều,flight,O O O O O B-fromloc.city_name B-fromloc.state_name O O B-toloc.city_name B-toloc.state_name O B-arrive_date.day_name I-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time
tôi muốn xem các chuyến bay sẵn có từ thanh_hoá đến thành_phố hồ_chí_minh vào thứ hai,flight,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
cho tôi biết tất_cả các chuyến bay hàng ngày rời khỏi hà_nội mà có vé hạng hai,flight,O O O O O O O B-flight_days I-flight_days O O B-fromloc.city_name O O O B-class_type I-class_type
tôi cần một chuyến bay vào thứ_sáu từ quy nhơn đến cà_mau,flight,O O O O O O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
chuyến bay muộn nhất từ thành_phố hồ_chí_minh đến hà_nội,flight,O O B-flight_mod I-flight_mod O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
có những chuyến bay nào còn vé từ hà_nội đến đà_lạt,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name
eastern có chuyến bay nào vào đầu giờ chiều từ boston đến san francisco không,flight,B-airline_name O O O O O B-depart_time.period_mod B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O
cho tôi biết các chuyến bay từ buôn_ma_thuột đến thành_phố vinh,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
các hãng hàng_không có chuyến bay đến phú_quốc từ hà_nội vào thứ_sáu,airline,O O O O O O O B-toloc.city_name O B-fromloc.city_name O B-depart_date.day_name
hiển_thị các chuyến bay từ huế đến thành_phố hồ_chí_minh,flight,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
cho tôi biết về phương_tiện giao_thông trên đường_bộ ở côn_đảo,ground_service,O O O O O O O O O B-city_name
và chuyến bay từ cần_thơ đến hà_nội khởi_hành sau nửa_đêm,flight,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.period_of_day
các hãng hàng_không vẫn cung_cấp những chuyến bay hạng nhất chứ ?,airline,O O O O O O O O B-class_type I-class_type O O
những chuyến bay nào đi từ quy nhơn đến hà_nội sau 5 giờ chiều,flight,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
vui_lòng cho tôi chuyến bay sớm nhất vào ngày_mai từ st . petersburg đến toronto,flight,O O O O O B-flight_mod I-flight_mod O B-depart_date.today_relative O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
tôi cần bay từ hà_nội đến đà_nẵng vui_lòng cho tôi biết lịch_trình của các chuyến bay vào buổi sáng trước 8 giờ,flight,O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-flight_time I-flight_time I-flight_time I-flight_time I-flight_time O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time I-depart_time.time
"xin chào , tôi muốn bay từ columbus đến phoenix và nối chuyến ở cincinnati",flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name
chuyến bay nào rẻ nhất từ hạ_long đến seoul,flight,O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name
liệt_kê tất_cả giá vé khứ_hồi từ buôn_ma_thuột đến washington dc,airfare,O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
din đến huế vào thứ hai ngày 12 tháng 11 năm 2020,flight,B-fromloc.airport_code O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name B-depart_date.year I-depart_date.year
vui_lòng liệt_kê tất_cả các chuyến bay từ hà_nội đến huế có phục_vụ bữa ăn,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-meal I-meal
chuyến bay rẻ nhất từ buôn_ma_thuột đến hạ_long,flight,O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name
tôi muốn có một chuyến bay không dừng từ hongkong đến huế khởi_hành vào buổi sáng thứ năm,flight,O O O O O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name
tôi muốn biết các chuyến bay có sẵn từ hà_nội đến huế và hạ_cánh ở huế trước 8 giờ sáng thứ tư,flight,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_time.period_of_day B-arrive_date.day_name I-arrive_date.day_name
liệt_kê tất_cả các chuyến bay từ thành_phố vinh đến tuy_hoà,flight,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
tất_cả các chuyến bay của bamboo airways và vietnam airlines có điểm dừng tại huế,flight,O O O O O B-airline_name I-airline_name O B-airline_name I-airline_name O O O O B-stoploc.city_name
tôi muốn có một_số thông_tin về giá vé cho chuyến bay từ huế đến buôn_ma_thuột và hạ_long,airfare,O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.city_name
cho tôi biết các chuyến bay hạng nhất một_chiều từ chu lai đến điện_biên_phủ khởi_hành trước 10 giờ sáng,flight,O O O O O O B-class_type I-class_type B-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
giá vé rẻ nhất từ huế đến buôn_ma_thuột là bao_nhiêu,airfare,O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O O
danh_sách các hãng hàng_không có chuyến bay không dừng vào buổi chiều từ hà_nội đến cần_thơ,airline,O O O O O O O B-flight_stop I-flight_stop O B-arrive_time.period_of_day I-arrive_time.period_of_day O B-fromloc.city_name O B-toloc.city_name
tìm chuyến bay sớm nhất từ hà_nội đến thành_phố hồ_chí_minh có phục_vụ bữa ăn,flight,O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-meal I-meal
"tôi muốn đi khứ_hồi từ madrid đến warsaw và dừng lại ở brussels , cho tôi giá vé rẻ nhất",flight,O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name O O O O O B-cost_relative I-cost_relative
giá vé một_chiều thấp nhất từ buôn_ma_thuột đến hạ_long là bao_nhiêu,airfare,O O B-round_trip B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O O
các chuyến bay hạng hai phổ_thông từ hà_nội đến thành_phố hồ_chí_minh vào ban_đêm,flight,O O O B-class_type I-class_type B-economy O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.period_of_day
chi_phí cho xe taxi sân_bay ở sân_bay quốc_tế đà_nẵng là bao_nhiêu,ground_fare,O O B-transport_type I-transport_type I-transport_type O B-airport_name I-airport_name I-airport_name O O
có những loại bữa ăn nào được phục_vụ,meal,O O O B-meal I-meal O O O
vui_lòng liệt_kê các chuyến bay rẻ nhất từ đà_lạt đến đà_nẵng đến vào ngày 7 tháng 5,flight,O O O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O O B-arrive_date.day_number I-arrive_date.day_number B-arrive_date.month_name I-arrive_date.month_name
hiển_thị chuyến bay đầu_tiên từ vinh đến đà_lạt,flight,O O O B-flight_mod O B-fromloc.city_name O B-toloc.city_name
tôi muốn bay từ hà_nội đến cần_thơ có những hãng hàng_không nào có chuyến bay từ hà_nội đến cần_thơ,airline,O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O O B-fromloc.city_name O B-toloc.city_name
có chuyến bay nào giữa thành_phố amsterdam và tehran rời amsterdam vào buổi chiều vào khoảng 2 giờ,flight,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day O B-depart_time.time_relative B-depart_time.time I-depart_time.time
cho tôi biết tất_cả các chuyến bay từ thành_phố hồ_chí_minh đến huế,flight,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
cho tôi chuyến bay rời phú_quốc vào buổi chiều và đến huế vào buổi tối,flight,O O O O O B-fromloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day O O B-toloc.city_name O B-arrive_time.period_of_day I-arrive_time.period_of_day
các chuyến bay từ huế đến buôn_ma_thuột,flight,O O O O B-fromloc.city_name O B-toloc.city_name
"vào ngày 23 / 11 / 2020 , tôi muốn bay từ hạ_long đến huế và tôi muốn biết các chuyến bay của jetstar",flight,O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name O B-depart_date.year O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O B-airline_name
ngày_mai có những chuyến bay nào từ cam_ranh đến cà_mau,flight,B-depart_date.today_relative O O O O O O B-fromloc.city_name O B-toloc.city_name
chuyến bay nào đi từ pari đến milan và đến milan lúc 8 giờ tối vào thứ_sáu,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_name
tôi muốn một chuyến bay từ đà_nẵng đến cam_ranh khánh_hoà,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name
vui_lòng liệt_kê tất_cả các chuyến bay từ đà_lạt đến côn_đảo vào ngày 4 tháng 7 năm 2020,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name B-depart_date.year I-depart_date.year
